sr_no,state,work,work_id,ida,mp,constituency,expenditure_date,vendor_name,payment_status,fund_disbursed_amount
345,Jharkhand,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP433/2025-2026/194459,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,2026-06-19,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,300000
346,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP433/2026-2027/230802,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,2026-06-19,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,299221
347,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP433/2025-2026/230251,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,2026-06-15,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,299050
348,Jharkhand,Construction of platforms and passenger sheds at railway stations,WS/MP433/2025-2026/230253,GIRIDIH(Deputy Commissioner Giridh_IDA),Annpurna Devi,KODARMA,2026-06-15,EXECUTIVE ENGINER NREP GIRIDIH,Payment In-Progress,200000
349,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2026-2027/275228,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,2026-08-21,JESAPURA gram panchayat,Payment In-Progress,99210
350,Punjab,Construction of additional rooms and halls in the existing public and community building,WS/MP380/2025-2026/192934,LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA),Shri Amar Singh,FATEHGARH SAHIB(SC),2026-08-26,TARA SINGH BKO,Payment In-Progress,22854
351,Punjab,Installation of multi-gym equipment,WS/MP18311/2025-2026/255978,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),MALVINDER SINGH KANG,ANANDPUR SAHIB,2026-07-15,MODERN METAL CRAFTS,Payment In-Progress,300000
352,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240681,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-14,SE O and M MPPKVVCL SIDHI,Payment In-Progress,97276
353,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240680,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-18,SE O and M MPPKVVCL SIDHI,Payment In-Progress,154652
354,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240688,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-18,SE O and M MPPKVVCL SIDHI,Payment In-Progress,29584
355,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240689,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-18,SE O and M MPPKVVCL SIDHI,Payment In-Progress,70330
356,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240687,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-18,SE O and M MPPKVVCL SIDHI,Payment In-Progress,80296
357,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240682,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-25,SE O and M MPPKVVCL SIDHI,Payment In-Progress,39132
358,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240682,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-05-14,SE O and M MPPKVVCL SIDHI,Payment In-Progress,435675
359,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240686,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-10,SE O and M MPPKVVCL SIDHI,Payment In-Progress,308487
360,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240684,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-11,SE O and M MPPKVVCL SIDHI,Payment In-Progress,345085
361,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240685,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-14,SE O and M MPPKVVCL SIDHI,Payment In-Progress,776983
362,Madhya Pradesh,Lighting of public spaces,WS/MP18109/2025-2026/240683,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,2026-08-14,SE O and M MPPKVVCL SIDHI,Payment In-Progress,290193
363,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP432/2026-2027/247366,UNA(DEPUTY COMMISSIOENR UNA_IDA),Anurag Singh Thakur,HAMIRPUR_HP,2026-08-27,Gram Panchayat Batuhi,Payment In-Progress,100000
364,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP432/2026-2027/247365,UNA(DEPUTY COMMISSIOENR UNA_IDA),Anurag Singh Thakur,HAMIRPUR_HP,2026-08-27,Gram Panchayat Batuhi,Payment In-Progress,100000
365,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP18232/2026-2027/232685,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),HARENDRA SINGH MALIK,MUZAFFARNAGAR,2026-08-23,Khand vikas adhari,Payment In-Progress,75442
366,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251604,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
367,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251603,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
368,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251609,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
369,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251611,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
370,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251613,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
371,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251608,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
372,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251617,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
373,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251615,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
374,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251616,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
375,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251622,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
376,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251614,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
377,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251629,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
378,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251631,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
379,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251627,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
380,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251618,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
381,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251619,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
382,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251620,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
383,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251634,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
384,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251640,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
385,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251633,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
386,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251645,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
387,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251637,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
388,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251638,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
389,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251639,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
390,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251635,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
391,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251628,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
392,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251630,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
393,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251606,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
394,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251600,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
395,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251601,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
396,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251602,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
397,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251593,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
398,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251594,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
399,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251597,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
400,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251598,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
401,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251599,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
402,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251592,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
403,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251737,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
404,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251731,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
405,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251733,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
406,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251729,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
407,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251740,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
408,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251739,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
409,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251730,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
410,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251708,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
411,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251707,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
412,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251709,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
413,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251710,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
414,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251703,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
415,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251732,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
416,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251711,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
417,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251704,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
418,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251705,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
419,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251706,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
420,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251698,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
421,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251699,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
422,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251697,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
423,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251696,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
424,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251702,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
425,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251700,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
426,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251701,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-23,Gul Ahmad Contractor,Payment In-Progress,26819
427,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251657,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
428,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251656,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
429,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251665,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
430,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251666,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
431,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251667,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
432,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251658,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
433,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251655,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
434,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251646,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
435,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251659,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
436,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251647,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
437,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251641,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
438,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251642,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
439,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251643,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
440,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251644,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
441,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251662,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
442,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251663,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
443,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251664,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
444,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251672,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
445,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251670,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
446,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251661,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
447,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251673,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
448,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251669,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
449,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251694,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
450,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251695,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
451,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251687,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
452,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251688,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
453,Uttar Pradesh,Lighting of public spaces,WS/MP18404/2025-2026/251680,BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA),CHANDRA SHEKHAR,NAGINA(SC),2026-03-24,Gul Ahmad Contractor,Payment In-Progress,26819
